sample_id,split,patch_id,origin,x,y,width,height,weed_pixels,is_empty
DJI_DateTime_2024_06_04_09_15_0019_lat_10.3016196_lon_105.2717662_alt_20.199m,train,DJI_DateTime_2024_06_04_09_15_0019_lat_10.3016196_lon_105.2717662_alt_20.199m__p003,DJI_DateTime_2024_06_04_09_15_0019_lat_10.3016196_lon_105.2717662_alt_20.199m,640,480,640,480,141190,0
DJI_DateTime_2024_06_04_09_15_0020_lat_10.3016678_lon_105.2717347_alt_20.185m,train,DJI_DateTime_2024_06_04_09_15_0020_lat_10.3016678_lon_105.2717347_alt_20.185m__p000,DJI_DateTime_2024_06_04_09_15_0020_lat_10.3016678_lon_105.2717347_alt_20.185m,0,0,640,480,0,1
DJI_DateTime_2024_06_04_09_15_0020_lat_10.3016678_lon_105.2717347_alt_20.185m,train,DJI_DateTime_2024_06_04_09_15_0020_lat_10.3016678_lon_105.2717347_alt_20.185m__p001,DJI_DateTime_2024_06_04_09_15_0020_lat_10.3016678_lon_105.2717347_alt_20.185m,640,0,640,480,103980,0
DJI_DateTime_2024_06_04_09_15_0020_lat_10.3016678_lon_105.2717347_alt_20.185m,train,DJI_DateTime_2024_06_04_09_15_0020_lat_10.3016678_lon_105.2717347_alt_20.185m__p003,DJI_DateTime_2024_06_04_09_15_0020_lat_10.3016678_lon_105.2717347_alt_20.185m,640,480,640,480,145670,0
DJI_DateTime_2024_06_04_09_15_0021_lat_10.3017146_lon_105.2717043_alt_20.174m,train,DJI_DateTime_2024_06_04_09_15_0021_lat_10.3017146_lon_105.2717043_alt_20.174m__p001,DJI_DateTime_2024_06_04_09_15_0021_lat_10.3017146_lon_105.2717043_alt_20.174m,640,0,640,480,101280,0
DJI_DateTime_2024_06_04_09_15_0021_lat_10.3017146_lon_105.2717043_alt_20.174m,train,DJI_DateTime_2024_06_04_09_15_0021_lat_10.3017146_lon_105.2717043_alt_20.174m__p003,DJI_DateTime_2024_06_04_09_15_0021_lat_10.3017146_lon_105.2717043_alt_20.174m,640,480,640,480,139486,0
DJI_DateTime_2024_06_04_09_15_0022_lat_10.3017625_lon_105.2716735_alt_20.181m,train,DJI_DateTime_2024_06_04_09_15_0022_lat_10.3017625_lon_105.2716735_alt_20.181m__p000,DJI_DateTime_2024_06_04_09_15_0022_lat_10.3017625_lon_105.2716735_alt_20.181m,0,0,640,480,0,1
DJI_DateTime_2024_06_04_09_15_0022_lat_10.3017625_lon_105.2716735_alt_20.181m,train,DJI_DateTime_2024_06_04_09_15_0022_lat_10.3017625_lon_105.2716735_alt_20.181m__p001,DJI_DateTime_2024_06_04_09_15_0022_lat_10.3017625_lon_105.2716735_alt_20.181m,640,0,640,480,99279,0
DJI_DateTime_2024_06_04_09_15_0022_lat_10.3017625_lon_105.2716735_alt_20.181m,train,DJI_DateTime_2024_06_04_09_15_0022_lat_10.3017625_lon_105.2716735_alt_20.181m__p003,DJI_DateTime_2024_06_04_09_15_0022_lat_10.3017625_lon_105.2716735_alt_20.181m,640,480,640,480,94136,0
DJI_DateTime_2024_06_04_09_15_0024_lat_10.3018574_lon_105.2716103_alt_20.211m,train,DJI_DateTime_2024_06_04_09_15_0024_lat_10.3018574_lon_105.2716103_alt_20.211m__p001,DJI_DateTime_2024_06_04_09_15_0024_lat_10.3018574_lon_105.2716103_alt_20.211m,640,0,640,480,34891,0
DJI_DateTime_2024_06_04_09_15_0024_lat_10.3018574_lon_105.2716103_alt_20.211m,train,DJI_DateTime_2024_06_04_09_15_0024_lat_10.3018574_lon_105.2716103_alt_20.211m__p002,DJI_DateTime_2024_06_04_09_15_0024_lat_10.3018574_lon_105.2716103_alt_20.211m,0,480,640,480,0,1
DJI_DateTime_2024_06_04_09_15_0024_lat_10.3018574_lon_105.2716103_alt_20.211m,train,DJI_DateTime_2024_06_04_09_15_0024_lat_10.3018574_lon_105.2716103_alt_20.211m__p003,DJI_DateTime_2024_06_04_09_15_0024_lat_10.3018574_lon_105.2716103_alt_20.211m,640,480,640,480,117730,0
DJI_DateTime_2024_06_04_09_15_0025_lat_10.3019049_lon_105.2715784_alt_20.205m,train,DJI_DateTime_2024_06_04_09_15_0025_lat_10.3019049_lon_105.2715784_alt_20.205m__p000,DJI_DateTime_2024_06_04_09_15_0025_lat_10.3019049_lon_105.2715784_alt_20.205m,0,0,640,480,5269,0
DJI_DateTime_2024_06_04_09_15_0025_lat_10.3019049_lon_105.2715784_alt_20.205m,train,DJI_DateTime_2024_06_04_09_15_0025_lat_10.3019049_lon_105.2715784_alt_20.205m__p001,DJI_DateTime_2024_06_04_09_15_0025_lat_10.3019049_lon_105.2715784_alt_20.205m,640,0,640,480,67131,0
DJI_DateTime_2024_06_04_09_15_0025_lat_10.3019049_lon_105.2715784_alt_20.205m,train,DJI_DateTime_2024_06_04_09_15_0025_lat_10.3019049_lon_105.2715784_alt_20.205m__p003,DJI_DateTime_2024_06_04_09_15_0025_lat_10.3019049_lon_105.2715784_alt_20.205m,640,480,640,480,45183,0
DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m,train,DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m__p000,DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m,0,0,640,480,31633,0
DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m,train,DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m__p001,DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m,640,0,640,480,34505,0
DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m,train,DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m__p002,DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m,0,480,640,480,3112,0
DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m,train,DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m__p003,DJI_DateTime_2024_06_04_09_15_0026_lat_10.3019527_lon_105.2715472_alt_20.217m,640,480,640,480,58783,0
DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m,train,DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m__p000,DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m,0,0,640,480,7540,0
DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m,train,DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m__p001,DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m,640,0,640,480,0,1
DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m,train,DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m__p002,DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m,0,480,640,480,44903,0
DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m,train,DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m__p003,DJI_DateTime_2024_06_04_09_15_0027_lat_10.3020010_lon_105.2715153_alt_20.212m,640,480,640,480,45044,0
DJI_DateTime_2024_06_04_09_15_0035_lat_10.3020989_lon_105.2715552_alt_20.226m,train,DJI_DateTime_2024_06_04_09_15_0035_lat_10.3020989_lon_105.2715552_alt_20.226m__p001,DJI_DateTime_2024_06_04_09_15_0035_lat_10.3020989_lon_105.2715552_alt_20.226m,640,0,640,480,17748,0
DJI_DateTime_2024_06_04_09_16_0036_lat_10.3020512_lon_105.2715861_alt_20.191m,train,DJI_DateTime_2024_06_04_09_16_0036_lat_10.3020512_lon_105.2715861_alt_20.191m__p000,DJI_DateTime_2024_06_04_09_16_0036_lat_10.3020512_lon_105.2715861_alt_20.191m,0,0,640,480,0,1
DJI_DateTime_2024_06_04_09_16_0036_lat_10.3020512_lon_105.2715861_alt_20.191m,train,DJI_DateTime_2024_06_04_09_16_0036_lat_10.3020512_lon_105.2715861_alt_20.191m__p001,DJI_DateTime_2024_06_04_09_16_0036_lat_10.3020512_lon_105.2715861_alt_20.191m,640,0,640,480,55015,0
DJI_DateTime_2024_06_04_09_16_0036_lat_10.3020512_lon_105.2715861_alt_20.191m,train,DJI_DateTime_2024_06_04_09_16_0036_lat_10.3020512_lon_105.2715861_alt_20.191m__p003,DJI_DateTime_2024_06_04_09_16_0036_lat_10.3020512_lon_105.2715861_alt_20.191m,640,480,640,480,0,1
DJI_DateTime_2024_06_04_09_16_0037_lat_10.3020034_lon_105.2716173_alt_20.172m,train,DJI_DateTime_2024_06_04_09_16_0037_lat_10.3020034_lon_105.2716173_alt_20.172m__p000,DJI_DateTime_2024_06_04_09_16_0037_lat_10.3020034_lon_105.2716173_alt_20.172m,0,0,640,480,11019,0
DJI_DateTime_2024_06_04_09_16_0037_lat_10.3020034_lon_105.2716173_alt_20.172m,train,DJI_DateTime_2024_06_04_09_16_0037_lat_10.3020034_lon_105.2716173_alt_20.172m__p001,DJI_DateTime_2024_06_04_09_16_0037_lat_10.3020034_lon_105.2716173_alt_20.172m,640,0,640,480,54181,0
DJI_DateTime_2024_06_04_09_16_0037_lat_10.3020034_lon_105.2716173_alt_20.172m,train,DJI_DateTime_2024_06_04_09_16_0037_lat_10.3020034_lon_105.2716173_alt_20.172m__p003,DJI_DateTime_2024_06_04_09_16_0037_lat_10.3020034_lon_105.2716173_alt_20.172m,640,480,640,480,22392,0
DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m,train,DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m__p000,DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m,0,0,640,480,40040,0
DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m,train,DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m__p001,DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m,640,0,640,480,37675,0
DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m,train,DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m__p002,DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m,0,480,640,480,11498,0
DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m,train,DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m__p003,DJI_DateTime_2024_06_04_09_16_0038_lat_10.3019551_lon_105.2716485_alt_20.193m,640,480,640,480,47794,0
DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m,train,DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m__p000,DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m,0,0,640,480,143065,0
DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m,train,DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m__p001,DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m,640,0,640,480,42589,0
DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m,train,DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m__p002,DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m,0,480,640,480,36672,0
DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m,train,DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m__p003,DJI_DateTime_2024_06_04_09_16_0039_lat_10.3019069_lon_105.2716799_alt_20.215m,640,480,640,480,19000,0
DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m,train,DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m__p000,DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m,0,0,640,480,219908,0
DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m,train,DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m__p001,DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m,640,0,640,480,41704,0
DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m,train,DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m__p002,DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m,0,480,640,480,137313,0
DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m,train,DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m__p003,DJI_DateTime_2024_06_04_09_16_0040_lat_10.3018593_lon_105.2717119_alt_20.326m,640,480,640,480,27495,0
DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m,train,DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m__p000,DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m,0,0,640,480,169124,0
DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m,train,DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m__p001,DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m,640,0,640,480,70621,0
DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m,train,DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m__p002,DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m,0,480,640,480,240113,0
DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m,train,DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m__p003,DJI_DateTime_2024_06_04_09_16_0041_lat_10.3018122_lon_105.2717432_alt_20.312m,640,480,640,480,32166,0
DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m,train,DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m__p000,DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m,0,0,640,480,228065,0
DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m,train,DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m__p001,DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m,640,0,640,480,64743,0
DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m,train,DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m__p002,DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m,0,480,640,480,277880,0
DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m,train,DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m__p003,DJI_DateTime_2024_06_04_09_16_0042_lat_10.3017648_lon_105.2717751_alt_20.307m,640,480,640,480,35099,0
DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m,train,DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m__p000,DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m,0,0,640,480,192574,0
DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m,train,DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m__p001,DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m,640,0,640,480,64852,0
DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m,train,DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m__p002,DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m,0,480,640,480,192610,0
DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m,train,DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m__p003,DJI_DateTime_2024_06_04_09_16_0043_lat_10.3017170_lon_105.2718063_alt_20.193m,640,480,640,480,34433,0
DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m,train,DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m__p000,DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m,0,0,640,480,170138,0
DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m,train,DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m__p001,DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m,640,0,640,480,41493,0
DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m,train,DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m__p002,DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m,0,480,640,480,250633,0
DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m,train,DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m__p003,DJI_DateTime_2024_06_04_09_16_0044_lat_10.3016696_lon_105.2718376_alt_20.206m,640,480,640,480,52052,0
DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m,train,DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m__p000,DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m,0,0,640,480,240898,0
DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m,train,DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m__p001,DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m,640,0,640,480,43244,0
DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m,train,DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m__p002,DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m,0,480,640,480,238343,0
DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m,train,DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m__p003,DJI_DateTime_2024_06_04_09_16_0045_lat_10.3016208_lon_105.2718690_alt_20.224m,640,480,640,480,29937,0
DJI_DateTime_2024_06_04_09_16_0046_lat_10.3015734_lon_105.2719004_alt_20.210m,train,DJI_DateTime_2024_06_04_09_16_0046_lat_10.3015734_lon_105.2719004_alt_20.210m__p000,DJI_DateTime_2024_06_04_09_16_0046_lat_10.3015734_lon_105.2719004_alt_20.210m,0,0,640,480,244512,0
DJI_DateTime_2024_06_04_09_16_0046_lat_10.3015734_lon_105.2719004_alt_20.210m,train,DJI_DateTime_2024_06_04_09_16_0046_lat_10.3015734_lon_105.2719004_alt_20.210m__p001,DJI_DateTime_2024_06_04_09_16_0046_lat_10.3015734_lon_105.2719004_alt_20.210m,640,0,640,480,34383,0
