sample_id,rgb_path,synthetic_msi_path,real_msi_path,mask_path,group_id,split
DJI_DateTime_2024_06_02_13_43_0045_lat_10.3037478_lon_105.2619385_alt_19.960m,/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/RGB/DJI_DateTime_2024_06_02_13_43_0045_lat_10.3037478_lon_105.2619385_alt_19.960m.JPG,,"[""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0045_lat_10.3037478_lon_105.2619385_alt_19.960m_G.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0045_lat_10.3037478_lon_105.2619385_alt_19.960m_NIR.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0045_lat_10.3037478_lon_105.2619385_alt_19.960m_R.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0045_lat_10.3037478_lon_105.2619385_alt_19.960m_RE.TIF""]",/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Masks/DJI_DateTime_2024_06_02_13_43_0045_lat_10.3037478_lon_105.2619385_alt_19.960m.png,2024_06_02_13,val
DJI_DateTime_2024_06_02_13_43_0046_lat_10.3037496_lon_105.2619705_alt_19.973m,/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/RGB/DJI_DateTime_2024_06_02_13_43_0046_lat_10.3037496_lon_105.2619705_alt_19.973m.JPG,,"[""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0046_lat_10.3037496_lon_105.2619705_alt_19.973m_G.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0046_lat_10.3037496_lon_105.2619705_alt_19.973m_NIR.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0046_lat_10.3037496_lon_105.2619705_alt_19.973m_R.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0046_lat_10.3037496_lon_105.2619705_alt_19.973m_RE.TIF""]",/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Masks/DJI_DateTime_2024_06_02_13_43_0046_lat_10.3037496_lon_105.2619705_alt_19.973m.png,2024_06_02_13,val
DJI_DateTime_2024_06_02_13_43_0047_lat_10.3037770_lon_105.2619830_alt_20.009m,/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/RGB/DJI_DateTime_2024_06_02_13_43_0047_lat_10.3037770_lon_105.2619830_alt_20.009m.JPG,,"[""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0047_lat_10.3037770_lon_105.2619830_alt_20.009m_G.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0047_lat_10.3037770_lon_105.2619830_alt_20.009m_NIR.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0047_lat_10.3037770_lon_105.2619830_alt_20.009m_R.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0047_lat_10.3037770_lon_105.2619830_alt_20.009m_RE.TIF""]",/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Masks/DJI_DateTime_2024_06_02_13_43_0047_lat_10.3037770_lon_105.2619830_alt_20.009m.png,2024_06_02_13,val
DJI_DateTime_2024_06_02_13_43_0048_lat_10.3038091_lon_105.2619845_alt_20.005m,/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/RGB/DJI_DateTime_2024_06_02_13_43_0048_lat_10.3038091_lon_105.2619845_alt_20.005m.JPG,,"[""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0048_lat_10.3038091_lon_105.2619845_alt_20.005m_G.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0048_lat_10.3038091_lon_105.2619845_alt_20.005m_NIR.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0048_lat_10.3038091_lon_105.2619845_alt_20.005m_R.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_43_0048_lat_10.3038091_lon_105.2619845_alt_20.005m_RE.TIF""]",/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Masks/DJI_DateTime_2024_06_02_13_43_0048_lat_10.3038091_lon_105.2619845_alt_20.005m.png,2024_06_02_13,val
DJI_DateTime_2024_06_02_13_46_0100_lat_10.3048624_lon_105.2621073_alt_20.006m,/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/RGB/DJI_DateTime_2024_06_02_13_46_0100_lat_10.3048624_lon_105.2621073_alt_20.006m.JPG,,"[""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0100_lat_10.3048624_lon_105.2621073_alt_20.006m_G.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0100_lat_10.3048624_lon_105.2621073_alt_20.006m_NIR.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0100_lat_10.3048624_lon_105.2621073_alt_20.006m_R.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0100_lat_10.3048624_lon_105.2621073_alt_20.006m_RE.TIF""]",/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Masks/DJI_DateTime_2024_06_02_13_46_0100_lat_10.3048624_lon_105.2621073_alt_20.006m.png,2024_06_02_13,val
DJI_DateTime_2024_06_02_13_46_0101_lat_10.3048303_lon_105.2621055_alt_20.021m,/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/RGB/DJI_DateTime_2024_06_02_13_46_0101_lat_10.3048303_lon_105.2621055_alt_20.021m.JPG,,"[""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0101_lat_10.3048303_lon_105.2621055_alt_20.021m_G.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0101_lat_10.3048303_lon_105.2621055_alt_20.021m_NIR.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0101_lat_10.3048303_lon_105.2621055_alt_20.021m_R.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0101_lat_10.3048303_lon_105.2621055_alt_20.021m_RE.TIF""]",/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Masks/DJI_DateTime_2024_06_02_13_46_0101_lat_10.3048303_lon_105.2621055_alt_20.021m.png,2024_06_02_13,val
DJI_DateTime_2024_06_02_13_46_0102_lat_10.3047980_lon_105.2621037_alt_19.992m,/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/RGB/DJI_DateTime_2024_06_02_13_46_0102_lat_10.3047980_lon_105.2621037_alt_19.992m.JPG,,"[""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0102_lat_10.3047980_lon_105.2621037_alt_19.992m_G.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0102_lat_10.3047980_lon_105.2621037_alt_19.992m_NIR.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0102_lat_10.3047980_lon_105.2621037_alt_19.992m_R.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0102_lat_10.3047980_lon_105.2621037_alt_19.992m_RE.TIF""]",/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Masks/DJI_DateTime_2024_06_02_13_46_0102_lat_10.3047980_lon_105.2621037_alt_19.992m.png,2024_06_02_13,val
DJI_DateTime_2024_06_02_13_46_0103_lat_10.3047657_lon_105.2621019_alt_19.981m,/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/RGB/DJI_DateTime_2024_06_02_13_46_0103_lat_10.3047657_lon_105.2621019_alt_19.981m.JPG,,"[""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0103_lat_10.3047657_lon_105.2621019_alt_19.981m_G.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0103_lat_10.3047657_lon_105.2621019_alt_19.981m_NIR.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0103_lat_10.3047657_lon_105.2621019_alt_19.981m_R.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0103_lat_10.3047657_lon_105.2621019_alt_19.981m_RE.TIF""]",/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Masks/DJI_DateTime_2024_06_02_13_46_0103_lat_10.3047657_lon_105.2621019_alt_19.981m.png,2024_06_02_13,val
DJI_DateTime_2024_06_02_13_46_0104_lat_10.3047332_lon_105.2621004_alt_20.000m,/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/RGB/DJI_DateTime_2024_06_02_13_46_0104_lat_10.3047332_lon_105.2621004_alt_20.000m.JPG,,"[""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0104_lat_10.3047332_lon_105.2621004_alt_20.000m_G.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0104_lat_10.3047332_lon_105.2621004_alt_20.000m_NIR.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0104_lat_10.3047332_lon_105.2621004_alt_20.000m_R.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0104_lat_10.3047332_lon_105.2621004_alt_20.000m_RE.TIF""]",/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Masks/DJI_DateTime_2024_06_02_13_46_0104_lat_10.3047332_lon_105.2621004_alt_20.000m.png,2024_06_02_13,val
DJI_DateTime_2024_06_02_13_46_0105_lat_10.3047014_lon_105.2620993_alt_19.998m,/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/RGB/DJI_DateTime_2024_06_02_13_46_0105_lat_10.3047014_lon_105.2620993_alt_19.998m.JPG,,"[""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0105_lat_10.3047014_lon_105.2620993_alt_19.998m_G.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0105_lat_10.3047014_lon_105.2620993_alt_19.998m_NIR.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0105_lat_10.3047014_lon_105.2620993_alt_19.998m_R.TIF"", ""/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Multispectral/DJI_DateTime_2024_06_02_13_46_0105_lat_10.3047014_lon_105.2620993_alt_19.998m_RE.TIF""]",/home/hyggestuen/Downloads/_WeedyRice/WeedyRice-RGBMS-DB/Masks/DJI_DateTime_2024_06_02_13_46_0105_lat_10.3047014_lon_105.2620993_alt_19.998m.png,2024_06_02_13,val
