task_id,train_model,loss_ndre_w,loss_ndvi_w,dir_name,model_name,status
task_027,checkpoints/hpfat/stage1/hpfat-andhra-re_0.2-vi_0.4_stage1_best.pth,0.2,0.4,hpfat/stage2/re_0.2_vi_0.4,hpfat-andhra-stage2-re_0.2-vi_0.4,pending
task_028,checkpoints/hpfat/stage1/hpfat-andhra-re_0.2-vi_0.5_stage1_best.pth,0.2,0.5,hpfat/stage2/re_0.2_vi_0.5,hpfat-andhra-stage2-re_0.2-vi_0.5,pending
task_029,checkpoints/hpfat/stage1/hpfat-andhra-re_0.2-vi_0.6_stage1_best.pth,0.2,0.6,hpfat/stage2/re_0.2_vi_0.6,hpfat-andhra-stage2-re_0.2-vi_0.6,pending
task_030,checkpoints/hpfat/stage1/hpfat-andhra-re_0.2-vi_0.7_stage1_best.pth,0.2,0.7,hpfat/stage2/re_0.2_vi_0.7,hpfat-andhra-stage2-re_0.2-vi_0.7,pending
task_031,checkpoints/hpfat/stage1/hpfat-andhra-re_0.2-vi_0.8_stage1_best.pth,0.2,0.8,hpfat/stage2/re_0.2_vi_0.8,hpfat-andhra-stage2-re_0.2-vi_0.8,pending
task_032,checkpoints/hpfat/stage1/hpfat-andhra-re_0.2-vi_0.9_stage1_best.pth,0.2,0.9,hpfat/stage2/re_0.2_vi_0.9,hpfat-andhra-stage2-re_0.2-vi_0.9,pending
task_033,checkpoints/hpfat/stage1/hpfat-andhra-re_0.2-vi_1.0_stage1_best.pth,0.2,1.0,hpfat/stage2/re_0.2_vi_1.0,hpfat-andhra-stage2-re_0.2-vi_1.0,pending
task_034,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_0.0_stage1_best.pth,0.3,0.0,hpfat/stage2/re_0.3_vi_0.0,hpfat-andhra-stage2-re_0.3-vi_0.0,pending
task_035,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_0.1_stage1_best.pth,0.3,0.1,hpfat/stage2/re_0.3_vi_0.1,hpfat-andhra-stage2-re_0.3-vi_0.1,pending
task_036,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_0.2_stage1_best.pth,0.3,0.2,hpfat/stage2/re_0.3_vi_0.2,hpfat-andhra-stage2-re_0.3-vi_0.2,pending
task_037,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_0.3_stage1_best.pth,0.3,0.3,hpfat/stage2/re_0.3_vi_0.3,hpfat-andhra-stage2-re_0.3-vi_0.3,pending
task_038,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_0.4_stage1_best.pth,0.3,0.4,hpfat/stage2/re_0.3_vi_0.4,hpfat-andhra-stage2-re_0.3-vi_0.4,pending
task_039,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_0.5_stage1_best.pth,0.3,0.5,hpfat/stage2/re_0.3_vi_0.5,hpfat-andhra-stage2-re_0.3-vi_0.5,pending
task_040,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_0.6_stage1_best.pth,0.3,0.6,hpfat/stage2/re_0.3_vi_0.6,hpfat-andhra-stage2-re_0.3-vi_0.6,pending
task_041,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_0.7_stage1_best.pth,0.3,0.7,hpfat/stage2/re_0.3_vi_0.7,hpfat-andhra-stage2-re_0.3-vi_0.7,pending
task_042,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_0.8_stage1_best.pth,0.3,0.8,hpfat/stage2/re_0.3_vi_0.8,hpfat-andhra-stage2-re_0.3-vi_0.8,pending
task_043,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_0.9_stage1_best.pth,0.3,0.9,hpfat/stage2/re_0.3_vi_0.9,hpfat-andhra-stage2-re_0.3-vi_0.9,pending
task_044,checkpoints/hpfat/stage1/hpfat-andhra-re_0.3-vi_1.0_stage1_best.pth,0.3,1.0,hpfat/stage2/re_0.3_vi_1.0,hpfat-andhra-stage2-re_0.3-vi_1.0,pending
task_045,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_0.0_stage1_best.pth,0.4,0.0,hpfat/stage2/re_0.4_vi_0.0,hpfat-andhra-stage2-re_0.4-vi_0.0,pending
task_046,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_0.1_stage1_best.pth,0.4,0.1,hpfat/stage2/re_0.4_vi_0.1,hpfat-andhra-stage2-re_0.4-vi_0.1,pending
task_047,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_0.2_stage1_best.pth,0.4,0.2,hpfat/stage2/re_0.4_vi_0.2,hpfat-andhra-stage2-re_0.4-vi_0.2,pending
task_048,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_0.3_stage1_best.pth,0.4,0.3,hpfat/stage2/re_0.4_vi_0.3,hpfat-andhra-stage2-re_0.4-vi_0.3,pending
task_049,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_0.4_stage1_best.pth,0.4,0.4,hpfat/stage2/re_0.4_vi_0.4,hpfat-andhra-stage2-re_0.4-vi_0.4,pending
task_050,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_0.5_stage1_best.pth,0.4,0.5,hpfat/stage2/re_0.4_vi_0.5,hpfat-andhra-stage2-re_0.4-vi_0.5,pending
task_051,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_0.6_stage1_best.pth,0.4,0.6,hpfat/stage2/re_0.4_vi_0.6,hpfat-andhra-stage2-re_0.4-vi_0.6,pending
task_052,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_0.7_stage1_best.pth,0.4,0.7,hpfat/stage2/re_0.4_vi_0.7,hpfat-andhra-stage2-re_0.4-vi_0.7,pending
task_053,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_0.8_stage1_best.pth,0.4,0.8,hpfat/stage2/re_0.4_vi_0.8,hpfat-andhra-stage2-re_0.4-vi_0.8,pending
task_054,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_0.9_stage1_best.pth,0.4,0.9,hpfat/stage2/re_0.4_vi_0.9,hpfat-andhra-stage2-re_0.4-vi_0.9,pending
task_055,checkpoints/hpfat/stage1/hpfat-andhra-re_0.4-vi_1.0_stage1_best.pth,0.4,1.0,hpfat/stage2/re_0.4_vi_1.0,hpfat-andhra-stage2-re_0.4-vi_1.0,pending
task_056,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_0.0_stage1_best.pth,0.5,0.0,hpfat/stage2/re_0.5_vi_0.0,hpfat-andhra-stage2-re_0.5-vi_0.0,pending
task_057,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_0.1_stage1_best.pth,0.5,0.1,hpfat/stage2/re_0.5_vi_0.1,hpfat-andhra-stage2-re_0.5-vi_0.1,pending
task_058,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_0.2_stage1_best.pth,0.5,0.2,hpfat/stage2/re_0.5_vi_0.2,hpfat-andhra-stage2-re_0.5-vi_0.2,pending
task_059,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_0.3_stage1_best.pth,0.5,0.3,hpfat/stage2/re_0.5_vi_0.3,hpfat-andhra-stage2-re_0.5-vi_0.3,pending
task_060,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_0.4_stage1_best.pth,0.5,0.4,hpfat/stage2/re_0.5_vi_0.4,hpfat-andhra-stage2-re_0.5-vi_0.4,pending
task_061,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_0.5_stage1_best.pth,0.5,0.5,hpfat/stage2/re_0.5_vi_0.5,hpfat-andhra-stage2-re_0.5-vi_0.5,pending
task_062,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_0.6_stage1_best.pth,0.5,0.6,hpfat/stage2/re_0.5_vi_0.6,hpfat-andhra-stage2-re_0.5-vi_0.6,pending
task_063,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_0.7_stage1_best.pth,0.5,0.7,hpfat/stage2/re_0.5_vi_0.7,hpfat-andhra-stage2-re_0.5-vi_0.7,pending
task_064,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_0.8_stage1_best.pth,0.5,0.8,hpfat/stage2/re_0.5_vi_0.8,hpfat-andhra-stage2-re_0.5-vi_0.8,pending
task_065,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_0.9_stage1_best.pth,0.5,0.9,hpfat/stage2/re_0.5_vi_0.9,hpfat-andhra-stage2-re_0.5-vi_0.9,pending
task_066,checkpoints/hpfat/stage1/hpfat-andhra-re_0.5-vi_1.0_stage1_best.pth,0.5,1.0,hpfat/stage2/re_0.5_vi_1.0,hpfat-andhra-stage2-re_0.5-vi_1.0,pending
task_067,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_0.0_stage1_best.pth,0.6,0.0,hpfat/stage2/re_0.6_vi_0.0,hpfat-andhra-stage2-re_0.6-vi_0.0,pending
task_068,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_0.1_stage1_best.pth,0.6,0.1,hpfat/stage2/re_0.6_vi_0.1,hpfat-andhra-stage2-re_0.6-vi_0.1,pending
task_069,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_0.2_stage1_best.pth,0.6,0.2,hpfat/stage2/re_0.6_vi_0.2,hpfat-andhra-stage2-re_0.6-vi_0.2,pending
task_070,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_0.3_stage1_best.pth,0.6,0.3,hpfat/stage2/re_0.6_vi_0.3,hpfat-andhra-stage2-re_0.6-vi_0.3,pending
task_071,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_0.4_stage1_best.pth,0.6,0.4,hpfat/stage2/re_0.6_vi_0.4,hpfat-andhra-stage2-re_0.6-vi_0.4,pending
task_072,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_0.5_stage1_best.pth,0.6,0.5,hpfat/stage2/re_0.6_vi_0.5,hpfat-andhra-stage2-re_0.6-vi_0.5,pending
task_073,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_0.6_stage1_best.pth,0.6,0.6,hpfat/stage2/re_0.6_vi_0.6,hpfat-andhra-stage2-re_0.6-vi_0.6,pending
task_074,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_0.7_stage1_best.pth,0.6,0.7,hpfat/stage2/re_0.6_vi_0.7,hpfat-andhra-stage2-re_0.6-vi_0.7,pending
task_075,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_0.8_stage1_best.pth,0.6,0.8,hpfat/stage2/re_0.6_vi_0.8,hpfat-andhra-stage2-re_0.6-vi_0.8,pending
task_076,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_0.9_stage1_best.pth,0.6,0.9,hpfat/stage2/re_0.6_vi_0.9,hpfat-andhra-stage2-re_0.6-vi_0.9,pending
task_077,checkpoints/hpfat/stage1/hpfat-andhra-re_0.6-vi_1.0_stage1_best.pth,0.6,1.0,hpfat/stage2/re_0.6_vi_1.0,hpfat-andhra-stage2-re_0.6-vi_1.0,pending
task_078,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_0.0_stage1_best.pth,0.7,0.0,hpfat/stage2/re_0.7_vi_0.0,hpfat-andhra-stage2-re_0.7-vi_0.0,pending
task_079,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_0.1_stage1_best.pth,0.7,0.1,hpfat/stage2/re_0.7_vi_0.1,hpfat-andhra-stage2-re_0.7-vi_0.1,pending
task_080,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_0.2_stage1_best.pth,0.7,0.2,hpfat/stage2/re_0.7_vi_0.2,hpfat-andhra-stage2-re_0.7-vi_0.2,pending
task_081,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_0.3_stage1_best.pth,0.7,0.3,hpfat/stage2/re_0.7_vi_0.3,hpfat-andhra-stage2-re_0.7-vi_0.3,pending
task_082,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_0.4_stage1_best.pth,0.7,0.4,hpfat/stage2/re_0.7_vi_0.4,hpfat-andhra-stage2-re_0.7-vi_0.4,pending
task_083,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_0.5_stage1_best.pth,0.7,0.5,hpfat/stage2/re_0.7_vi_0.5,hpfat-andhra-stage2-re_0.7-vi_0.5,pending
task_084,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_0.6_stage1_best.pth,0.7,0.6,hpfat/stage2/re_0.7_vi_0.6,hpfat-andhra-stage2-re_0.7-vi_0.6,pending
task_085,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_0.7_stage1_best.pth,0.7,0.7,hpfat/stage2/re_0.7_vi_0.7,hpfat-andhra-stage2-re_0.7-vi_0.7,pending
task_086,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_0.8_stage1_best.pth,0.7,0.8,hpfat/stage2/re_0.7_vi_0.8,hpfat-andhra-stage2-re_0.7-vi_0.8,pending
task_087,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_0.9_stage1_best.pth,0.7,0.9,hpfat/stage2/re_0.7_vi_0.9,hpfat-andhra-stage2-re_0.7-vi_0.9,pending
task_088,checkpoints/hpfat/stage1/hpfat-andhra-re_0.7-vi_1.0_stage1_best.pth,0.7,1.0,hpfat/stage2/re_0.7_vi_1.0,hpfat-andhra-stage2-re_0.7-vi_1.0,pending
task_089,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_0.0_stage1_best.pth,0.8,0.0,hpfat/stage2/re_0.8_vi_0.0,hpfat-andhra-stage2-re_0.8-vi_0.0,pending
task_090,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_0.1_stage1_best.pth,0.8,0.1,hpfat/stage2/re_0.8_vi_0.1,hpfat-andhra-stage2-re_0.8-vi_0.1,pending
task_091,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_0.2_stage1_best.pth,0.8,0.2,hpfat/stage2/re_0.8_vi_0.2,hpfat-andhra-stage2-re_0.8-vi_0.2,pending
task_092,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_0.3_stage1_best.pth,0.8,0.3,hpfat/stage2/re_0.8_vi_0.3,hpfat-andhra-stage2-re_0.8-vi_0.3,pending
task_093,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_0.4_stage1_best.pth,0.8,0.4,hpfat/stage2/re_0.8_vi_0.4,hpfat-andhra-stage2-re_0.8-vi_0.4,pending
task_094,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_0.5_stage1_best.pth,0.8,0.5,hpfat/stage2/re_0.8_vi_0.5,hpfat-andhra-stage2-re_0.8-vi_0.5,pending
task_095,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_0.6_stage1_best.pth,0.8,0.6,hpfat/stage2/re_0.8_vi_0.6,hpfat-andhra-stage2-re_0.8-vi_0.6,pending
task_096,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_0.7_stage1_best.pth,0.8,0.7,hpfat/stage2/re_0.8_vi_0.7,hpfat-andhra-stage2-re_0.8-vi_0.7,pending
task_097,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_0.8_stage1_best.pth,0.8,0.8,hpfat/stage2/re_0.8_vi_0.8,hpfat-andhra-stage2-re_0.8-vi_0.8,pending
task_098,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_0.9_stage1_best.pth,0.8,0.9,hpfat/stage2/re_0.8_vi_0.9,hpfat-andhra-stage2-re_0.8-vi_0.9,pending
task_099,checkpoints/hpfat/stage1/hpfat-andhra-re_0.8-vi_1.0_stage1_best.pth,0.8,1.0,hpfat/stage2/re_0.8_vi_1.0,hpfat-andhra-stage2-re_0.8-vi_1.0,pending
task_100,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_0.0_stage1_best.pth,0.9,0.0,hpfat/stage2/re_0.9_vi_0.0,hpfat-andhra-stage2-re_0.9-vi_0.0,pending
task_101,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_0.1_stage1_best.pth,0.9,0.1,hpfat/stage2/re_0.9_vi_0.1,hpfat-andhra-stage2-re_0.9-vi_0.1,pending
task_102,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_0.2_stage1_best.pth,0.9,0.2,hpfat/stage2/re_0.9_vi_0.2,hpfat-andhra-stage2-re_0.9-vi_0.2,pending
task_103,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_0.3_stage1_best.pth,0.9,0.3,hpfat/stage2/re_0.9_vi_0.3,hpfat-andhra-stage2-re_0.9-vi_0.3,pending
task_104,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_0.4_stage1_best.pth,0.9,0.4,hpfat/stage2/re_0.9_vi_0.4,hpfat-andhra-stage2-re_0.9-vi_0.4,pending
task_105,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_0.5_stage1_best.pth,0.9,0.5,hpfat/stage2/re_0.9_vi_0.5,hpfat-andhra-stage2-re_0.9-vi_0.5,pending
task_106,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_0.6_stage1_best.pth,0.9,0.6,hpfat/stage2/re_0.9_vi_0.6,hpfat-andhra-stage2-re_0.9-vi_0.6,pending
task_107,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_0.7_stage1_best.pth,0.9,0.7,hpfat/stage2/re_0.9_vi_0.7,hpfat-andhra-stage2-re_0.9-vi_0.7,pending
task_108,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_0.8_stage1_best.pth,0.9,0.8,hpfat/stage2/re_0.9_vi_0.8,hpfat-andhra-stage2-re_0.9-vi_0.8,pending
task_109,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_0.9_stage1_best.pth,0.9,0.9,hpfat/stage2/re_0.9_vi_0.9,hpfat-andhra-stage2-re_0.9-vi_0.9,pending
task_110,checkpoints/hpfat/stage1/hpfat-andhra-re_0.9-vi_1.0_stage1_best.pth,0.9,1.0,hpfat/stage2/re_0.9_vi_1.0,hpfat-andhra-stage2-re_0.9-vi_1.0,pending
task_111,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_0.0_stage1_best.pth,1.0,0.0,hpfat/stage2/re_1.0_vi_0.0,hpfat-andhra-stage2-re_1.0-vi_0.0,pending
task_112,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_0.1_stage1_best.pth,1.0,0.1,hpfat/stage2/re_1.0_vi_0.1,hpfat-andhra-stage2-re_1.0-vi_0.1,pending
task_113,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_0.2_stage1_best.pth,1.0,0.2,hpfat/stage2/re_1.0_vi_0.2,hpfat-andhra-stage2-re_1.0-vi_0.2,pending
task_114,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_0.3_stage1_best.pth,1.0,0.3,hpfat/stage2/re_1.0_vi_0.3,hpfat-andhra-stage2-re_1.0-vi_0.3,pending
task_115,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_0.4_stage1_best.pth,1.0,0.4,hpfat/stage2/re_1.0_vi_0.4,hpfat-andhra-stage2-re_1.0-vi_0.4,pending
task_116,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_0.5_stage1_best.pth,1.0,0.5,hpfat/stage2/re_1.0_vi_0.5,hpfat-andhra-stage2-re_1.0-vi_0.5,pending
task_117,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_0.6_stage1_best.pth,1.0,0.6,hpfat/stage2/re_1.0_vi_0.6,hpfat-andhra-stage2-re_1.0-vi_0.6,pending
task_118,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_0.7_stage1_best.pth,1.0,0.7,hpfat/stage2/re_1.0_vi_0.7,hpfat-andhra-stage2-re_1.0-vi_0.7,pending
task_119,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_0.8_stage1_best.pth,1.0,0.8,hpfat/stage2/re_1.0_vi_0.8,hpfat-andhra-stage2-re_1.0-vi_0.8,pending
task_120,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_0.9_stage1_best.pth,1.0,0.9,hpfat/stage2/re_1.0_vi_0.9,hpfat-andhra-stage2-re_1.0-vi_0.9,pending
task_121,checkpoints/hpfat/stage1/hpfat-andhra-re_1.0-vi_1.0_stage1_best.pth,1.0,1.0,hpfat/stage2/re_1.0_vi_1.0,hpfat-andhra-stage2-re_1.0-vi_1.0,pending
