# group	kind	config	split
binary_baseline	baseline	configs/binary/real_msi_deeplabv3plus_resnet34.yaml	test
binary_baseline	baseline	configs/binary/real_msi_deeplabv3plus_resnet50.yaml	test
binary_baseline	baseline	configs/binary/real_msi_segformer_b0.yaml	test
binary_baseline	baseline	configs/binary/real_msi_segformer_b1.yaml	test
binary_baseline	baseline	configs/binary/synth_msi.yaml	test
binary_baseline	baseline	configs/binary/synth_msi_unetpp_resnet34.yaml	test
binary_baseline	baseline	configs/binary/synth_msi_unetpp_resnet50.yaml	test
binary_baseline	baseline	configs/binary/synth_msi_deeplabv3plus_resnet34.yaml	test
binary_baseline	baseline	configs/binary/synth_msi_deeplabv3plus_resnet50.yaml	test
binary_baseline	baseline	configs/binary/synth_msi_segformer_b0.yaml	test
binary_baseline	baseline	configs/binary/synth_msi_segformer_b1.yaml	test
binary_baseline	baseline	configs/binary/rgb_real_msi.yaml	test
binary_baseline	baseline	configs/binary/rgb_real_msi_unetpp_resnet34.yaml	test
binary_baseline	baseline	configs/binary/rgb_real_msi_unetpp_resnet50.yaml	test
binary_baseline	baseline	configs/binary/rgb_real_msi_deeplabv3plus_resnet34.yaml	test
binary_baseline	baseline	configs/binary/rgb_real_msi_deeplabv3plus_resnet50.yaml	test
binary_baseline	baseline	configs/binary/rgb_real_msi_segformer_b0.yaml	test
binary_baseline	baseline	configs/binary/rgb_real_msi_segformer_b1.yaml	test
binary_baseline	baseline	configs/binary/rgb_synth_msi.yaml	test
binary_baseline	baseline	configs/binary/rgb_synth_msi_unetpp_resnet34.yaml	test
binary_baseline	baseline	configs/binary/rgb_synth_msi_unetpp_resnet50.yaml	test
binary_baseline	baseline	configs/binary/rgb_synth_msi_deeplabv3plus_resnet34.yaml	test
binary_baseline	baseline	configs/binary/rgb_synth_msi_deeplabv3plus_resnet50.yaml	test
binary_baseline	baseline	configs/binary/rgb_synth_msi_segformer_b0.yaml	test
binary_baseline	baseline	configs/binary/rgb_synth_msi_segformer_b1.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_unetpp_resnet34.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_unetpp_resnet50.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_deeplabv3plus_resnet34.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_deeplabv3plus_resnet50.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_segformer_b0.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_segformer_b1.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/real_msi.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/real_msi_unetpp_resnet34.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/real_msi_unetpp_resnet50.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/real_msi_deeplabv3plus_resnet34.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/real_msi_deeplabv3plus_resnet50.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/real_msi_segformer_b0.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/real_msi_segformer_b1.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/synth_msi.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/synth_msi_unetpp_resnet34.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/synth_msi_unetpp_resnet50.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/synth_msi_deeplabv3plus_resnet34.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/synth_msi_deeplabv3plus_resnet50.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/synth_msi_segformer_b0.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/synth_msi_segformer_b1.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_real_msi.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_real_msi_unetpp_resnet34.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_real_msi_unetpp_resnet50.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_real_msi_deeplabv3plus_resnet34.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_real_msi_deeplabv3plus_resnet50.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_real_msi_segformer_b0.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_real_msi_segformer_b1.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_synth_msi.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_synth_msi_unetpp_resnet34.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_synth_msi_unetpp_resnet50.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_synth_msi_deeplabv3plus_resnet34.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_synth_msi_deeplabv3plus_resnet50.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_synth_msi_segformer_b0.yaml	test
fuzzy_baseline	baseline	configs/fuzzy/rgb_synth_msi_segformer_b1.yaml	test
